Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="ITI Venture Capital Partners",="https://finder.startupnationcentral.org/investor_page/iti-venture-capital",="VC and Private Equity",="",="7",="1",="$80M",="Undisclosed",
="Jerusalem Global Ventures",="https://finder.startupnationcentral.org/investor_page/jerusalem-global-ventures",="VC and Private Equity",="",="21",="0",="$200M",="5M - 25M",
="Journey Ventures",="https://finder.startupnationcentral.org/investor_page/journey-ventures",="VC and Private Equity",="",="6",="1",="",="1M - 2M",
="JVP",="https://finder.startupnationcentral.org/investor_page/jvp",="VC and Private Equity",="",="154",="6",="$2.15B",="Undisclosed",
="K1 Investment Management",="https://finder.startupnationcentral.org/investor_page/k1-investment-management",="VC and Private Equity",="",="15",="0",="",="Undisclosed",
="Kedma Capital",="https://finder.startupnationcentral.org/investor_page/kedma-capital-s-h-e",="VC and Private Equity",="",="4",="0",="$450M",="10M - Undisclosed",
="KIDRON Capital Assets",="https://finder.startupnationcentral.org/investor_page/kidron-capital-assets",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Kima Ventures",="https://finder.startupnationcentral.org/investor_page/kima-ventures",="VC and Private Equity",="",="34",="0",="",="1 - 150K",
="Kli Capital",="https://finder.startupnationcentral.org/investor_page/kli-capital",="VC and Private Equity",="",="29",="3",="",="250K - 1M",
="Kmehin Ventures",="https://finder.startupnationcentral.org/investor_page/kmehin-ventures",="VC and Private Equity",="",="7",="0",="$2.5M",="Undisclosed",
="Kompas",="https://finder.startupnationcentral.org/investor_page/kompas",="VC and Private Equity",="",="3",="0",="$160M",="1M - 5M",
="KYTO",="https://finder.startupnationcentral.org/investor_page/kyto",="VC and Private Equity",="",="9",="0",="$11.7M",="Undisclosed",
="La Maison Partners",="https://finder.startupnationcentral.org/investor_page/la-maison-partners",="VC and Private Equity",="",="84",="0",="$500M",="1M - 10M",
="Launch It Capital",="https://finder.startupnationcentral.org/investor_page/launch-it-capital",="VC and Private Equity",="",="37",="0",="",="30K - 100K",
="Launchbay Capital",="https://finder.startupnationcentral.org/investor_page/launchbay-capital",="VC and Private Equity",="",="9",="1",="$300M",="Undisclosed",
="LDR Ventures",="https://finder.startupnationcentral.org/investor_page/ldr-ventures",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Leverage VC",="https://finder.startupnationcentral.org/investor_page/leverage-vc",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="LIAN Group",="https://finder.startupnationcentral.org/investor_page/lian-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lion Investment Partners",="https://finder.startupnationcentral.org/investor_page/lion-investment-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="LocalGlobe",="https://finder.startupnationcentral.org/investor_page/localglobe",="VC and Private Equity",="",="22",="0",="",="Undisclosed",
="Ludis Capital",="https://finder.startupnationcentral.org/investor_page/ludis-capital",="VC and Private Equity",="",="0",="0",="",="10K - 400K",
="Lynx Venture Studio",="https://finder.startupnationcentral.org/investor_page/lynx-venture-studio",="VC and Private Equity",="",="0",="0",="$20M",="Undisclosed",
="Lyra Ventures",="https://finder.startupnationcentral.org/investor_page/lyra-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Maayan Fund",="https://finder.startupnationcentral.org/investor_page/maayan-fund",="VC and Private Equity",="",="0",="0",="",="50K - 150K",
="Maccabee Ventures",="https://finder.startupnationcentral.org/investor_page/maccabee-ventures",="VC and Private Equity",="",="13",="5",="",="100K - 400K",
="Magma Venture Partners",="https://finder.startupnationcentral.org/investor_page/magma",="VC and Private Equity",="",="133",="4",="$450M",="500K - 6M",
="Magna Capital Partners",="https://finder.startupnationcentral.org/investor_page/magna-capital-partners",="VC and Private Equity",="",="12",="0",="",="Undisclosed",
="Mangrove Capital Partners",="https://finder.startupnationcentral.org/investor_page/mangrove-capital-partners",="VC and Private Equity",="",="48",="2",="$1B",="Undisclosed",
